256;04/10/2004;"Industrial";"Venta";"Girona";238;1620304;10/05/2004;"Carmen"
267;04/14/2004;"Casa";"Venta";"Girona";204;1291116;09/27/2004;"Carmen"
272;04/15/2004;"Suelo";"Venta";"Lleida";270;2409210;09/03/2004;"Carmen"
281;04/18/2004;"Oficina";"Venta";"Girona";258;1081278;04/13/2005;"Carmen"
294;04/22/2004;"Oficina";"Venta";"Girona";86;589960;03/18/2005;"Carmen"
303;04/25/2004;"Oficina";"Venta";"Girona";209;1728221;08/30/2004;"Carmen"
307;04/27/2004;"Industrial";"Venta";"Lleida";196;1645616;04/14/2005;"Carmen"
311;04/28/2004;"Suelo";"Venta";"Lleida";61;605425;12/29/2004;"Carmen"
347;05/11/2004;"Industrial";"Venta";"Barcelona";173;851852;09/18/2004;"Carmen"
354;05/14/2004;"Piso";"Venta";"Girona";122;885476;03/30/2005;"Carmen"
368;05/18/2004;"Casa";"Venta";"Girona";80;354320;10/18/2004;"Carmen"
380;05/25/2004;"Local";"Venta";"Lleida";269;2586704;03/27/2005;"Carmen"
391;05/30/2004;"Suelo";"Venta";"Girona";300;1483500;03/29/2005;"Carmen"
400;06/01/2004;"Parking";"Venta";"Tarragona";208;1225120;01/22/2005;"Carmen"
406;06/03/2004;"Oficina";"Venta";"Barcelona";207;1883700;02/23/2005;"Carmen"
415;06/06/2004;"Parking";"Venta";"Barcelona";46;386584;12/17/2004;"Carmen"
427;06/10/2004;"Piso";"Venta";"Barcelona";81;583362;05/04/2005;"Carmen"
433;06/13/2004;"Suelo";"Venta";"Tarragona";144;852480;06/04/2005;"Carmen"
436;06/13/2004;"Suelo";"Venta";"Tarragona";105;783195;11/20/2004;"Carmen"
441;06/16/2004;"Parking";"Venta";"Barcelona";102;790602;11/09/2004;"Carmen"
483;06/29/2004;"Oficina";"Venta";"Lleida";134;946710;01/04/2005;"Carmen"
487;06/30/2004;"Casa";"Venta";"Lleida";261;2475063;01/21/2005;"Carmen"
522;07/09/2004;"Casa";"Venta";"Lleida";223;1293400;03/03/2005;"Carmen"
533;07/13/2004;"Parking";"Venta";"Tarragona";72;606024;04/12/2005;"Carmen"
544;07/17/2004;"Oficina";"Venta";"Tarragona";79;694331;03/10/2005;"Carmen"
548;07/20/2004;"Parking";"Venta";"Barcelona";286;2330042;10/21/2004;"Carmen"
549;07/20/2004;"Local";"Venta";"Girona";237;1403988;06/27/2005;"Carmen"
552;07/21/2004;"Local";"Venta";"Barcelona";125;804625;06/26/2005;"Carmen"
556;07/22/2004;"Suelo";"Venta";"Lleida";57;567492;02/08/2005;"Carmen"
589;08/02/2004;"Oficina";"Venta";"Tarragona";138;1372686;06/17/2005;"Carmen"
590;08/03/2004;"Suelo";"Venta";"Tarragona";95;627570;03/16/2005;"Carmen"
593;08/04/2004;"Suelo";"Venta";"Tarragona";213;1234974;06/23/2005;"Carmen"
608;08/11/2004;"Suelo";"Venta";"Lleida";210;1117620;05/12/2005;"Carmen"
617;08/13/2004;"Piso";"Venta";"Lleida";172;1283980;01/27/2005;"Carmen"
621;08/14/2004;"Industrial";"Venta";"Tarragona";223;2171128;03/23/2005;"Carmen"
650;08/22/2004;"Parking";"Venta";"Lleida";80;777360;04/21/2005;"Carmen"
653;08/22/2004;"Piso";"Venta";"Tarragona";147;730149;12/25/2004;"Carmen"
660;08/23/2004;"Piso";"Venta";"Tarragona";176;1003552;08/05/2005;"Carmen"
676;08/29/2004;"Casa";"Venta";"Girona";47;311563;12/27/2004;"Carmen"
685;08/31/2004;"Piso";"Venta";"Girona";97;662316;04/27/2005;"Carmen"
707;09/08/2004;"Industrial";"Venta";"Girona";215;1713120;05/27/2005;"Carmen"
761;09/26/2004;"Local";"Venta";"Girona";50;411700;01/05/2005;"Carmen"
768;09/29/2004;"Piso";"Venta";"Girona";231;1213212;06/24/2005;"Carmen"
770;10/04/2004;"Oficina";"Venta";"Lleida";185;1343840;04/17/2005;"Carmen"
775;10/05/2004;"Local";"Venta";"Lleida";204;1606500;07/25/2005;"Carmen"
780;10/06/2004;"Local";"Venta";"Tarragona";185;1607280;03/28/2005;"Carmen"
788;10/07/2004;"Casa";"Venta";"Girona";92;853852;09/25/2005;"Carmen"
810;10/15/2004;"Industrial";"Venta";"Barcelona";51;334305;09/25/2005;"Carmen"
811;10/16/2004;"Industrial";"Venta";"Lleida";214;1805518;08/30/2005;"Carmen"
823;10/20/2004;"Parking";"Venta";"Lleida";177;992793;03/20/2005;"Carmen"
831;10/24/2004;"Parking";"Venta";"Girona";115;880900;07/04/2005;"Carmen"
835;10/25/2004;"Parking";"Venta";"Lleida";168;1276800;07/25/2005;"Carmen"
836;10/25/2004;"Suelo";"Venta";"Tarragona";274;2124596;02/21/2005;"Carmen"
843;10/30/2004;"Casa";"Venta";"Barcelona";175;1712725;03/12/2005;"Carmen"
849;11/01/2004;"Casa";"Venta";"Tarragona";120;1003320;07/18/2005;"Carmen"
855;11/03/2004;"Suelo";"Venta";"Girona";223;1650200;08/28/2005;"Carmen"
884;11/11/2004;"Piso";"Venta";"Girona";125;590875;09/20/2005;"Carmen"
909;11/18/2004;"Industrial";"Venta";"Tarragona";127;1204595;04/15/2005;"Carmen"
923;11/24/2004;"Suelo";"Venta";"Tarragona";257;1440742;07/09/2005;"Carmen"
931;11/27/2004;"Suelo";"Venta";"Lleida";223;2053384;11/13/2005;"Carmen"
943;12/03/2004;"Piso";"Venta";"Tarragona";268;1273000;06/16/2005;"Carmen"
947;12/04/2004;"Suelo";"Venta";"Lleida";103;474624;03/25/2005;"Carmen"
951;12/06/2004;"Oficina";"Venta";"Barcelona";65;307255;10/11/2005;"Carmen"
956;12/09/2004;"Piso";"Venta";"Tarragona";80;509840;05/21/2005;"Carmen"
967;12/12/2004;"Piso";"Venta";"Girona";175;722925;03/18/2005;"Carmen"
987;12/21/2004;"Industrial";"Venta";"Lleida";258;1894752;08/21/2005;"Carmen"
1008;12/27/2004;"Casa";"Venta";"Lleida";121;622787;05/02/2005;"Carmen"
1017;01/01/2005;"Parking";"Venta";"Girona";217;2101862;10/23/2005;"Carmen"
1050;01/12/2005;"Casa";"Venta";"Tarragona";120;703680;09/16/2005;"Carmen"
1071;01/21/2005;"Parking";"Venta";"Girona";118;1134452;04/27/2005;"Carmen"
1082;01/25/2005;"Oficina";"Venta";"Tarragona";173;1615128;05/06/2005;"Carmen"
1089;01/27/2005;"Industrial";"Venta";"Barcelona";168;1081248;06/01/2005;"Carmen"
1094;02/01/2005;"Piso";"Venta";"Barcelona";139;1187477;05/31/2005;"Carmen"
1106;02/04/2005;"Oficina";"Venta";"Girona";141;1279434;09/26/2005;"Carmen"
1121;02/10/2005;"Piso";"Venta";"Lleida";176;1592624;05/20/2005;"Carmen"
1131;02/15/2005;"Parking";"Venta";"Barcelona";156;795912;01/06/2006;"Carmen"
1133;02/15/2005;"Oficina";"Venta";"Lleida";132;712404;08/03/2005;"Carmen"
1138;02/16/2005;"Casa";"Venta";"Barcelona";257;1066550;09/23/2005;"Carmen"
1151;02/18/2005;"Local";"Venta";"Barcelona";158;1308398;02/05/2006;"Carmen"
1155;02/20/2005;"Suelo";"Venta";"Tarragona";94;857374;12/11/2005;"Carmen"
1158;02/20/2005;"Oficina";"Venta";"Barcelona";298;2436448;08/13/2005;"Carmen"
1182;03/01/2005;"Suelo";"Venta";"Girona";177;1203246;02/20/2006;"Carmen"
1190;03/03/2005;"Parking";"Venta";"Girona";153;1401633;09/14/2005;"Carmen"
1201;03/07/2005;"Suelo";"Venta";"Tarragona";54;298350;06/14/2005;"Carmen"
1212;03/10/2005;"Casa";"Venta";"Barcelona";143;1246960;09/28/2005;"Carmen"
1218;03/11/2005;"Piso";"Venta";"Girona";241;1729416;09/18/2005;"Carmen"
1224;03/13/2005;"Parking";"Venta";"Tarragona";124;1070740;12/22/2005;"Carmen"
1230;03/15/2005;"Suelo";"Venta";"Girona";268;2422720;11/27/2005;"Carmen"
1233;03/17/2005;"Parking";"Venta";"Lleida";88;820776;08/20/2005;"Carmen"
1255;03/24/2005;"Casa";"Venta";"Girona";40;354360;10/16/2005;"Carmen"
1279;04/02/2005;"Suelo";"Venta";"Lleida";124;804884;07/24/2005;"Carmen"
1296;04/07/2005;"Oficina";"Venta";"Lleida";89;716272;08/31/2005;"Carmen"
1300;04/09/2005;"Suelo";"Venta";"Barcelona";71;309702;08/09/2005;"Carmen"
1301;04/10/2005;"Suelo";"Venta";"Tarragona";299;2531334;12/18/2005;"Carmen"
1329;04/20/2005;"Oficina";"Venta";"Girona";182;1367366;07/21/2005;"Carmen"
1333;04/21/2005;"Industrial";"Venta";"Tarragona";42;287952;01/01/2006;"Carmen"
1338;04/24/2005;"Oficina";"Venta";"Girona";40;163920;04/09/2006;"Carmen"
1340;04/24/2005;"Oficina";"Venta";"Tarragona";172;1033548;01/01/2006;"Carmen"
1342;04/25/2005;"Parking";"Venta";"Barcelona";194;1698664;03/20/2006;"Carmen"
1344;04/25/2005;"Parking";"Venta";"Tarragona";285;1500240;08/20/2005;"Carmen"
1351;04/26/2005;"Piso";"Venta";"Tarragona";59;505040;09/08/2005;"Carmen"
1358;04/29/2005;"Local";"Venta";"Tarragona";274;2474494;03/25/2006;"Carmen"
1361;04/30/2005;"Local";"Venta";"Tarragona";186;1179612;10/06/2005;"Carmen"
1372;05/04/2005;"Industrial";"Venta";"Barcelona";286;2633774;09/01/2005;"Carmen"
1390;05/09/2005;"Oficina";"Venta";"Lleida";111;924741;03/15/2006;"Carmen"
1393;05/09/2005;"Oficina";"Venta";"Tarragona";44;305756;11/02/2005;"Carmen"
1395;05/10/2005;"Local";"Venta";"Girona";252;1923264;09/21/2005;"Carmen"
1410;05/18/2005;"Oficina";"Venta";"Tarragona";80;662000;04/08/2006;"Carmen"
1438;05/28/2005;"Parking";"Venta";"Lleida";108;1001376;02/10/2006;"Carmen"
1487;06/15/2005;"Casa";"Venta";"Lleida";109;537915;05/16/2006;"Carmen"
1495;06/17/2005;"Casa";"Venta";"Girona";199;1590010;04/13/2006;"Carmen"
1502;06/21/2005;"Industrial";"Venta";"Girona";120;1175160;11/28/2005;"Carmen"
1511;06/23/2005;"Piso";"Venta";"Lleida";213;1587063;02/02/2006;"Carmen"
1516;06/27/2005;"Industrial";"Venta";"Lleida";182;805714;03/20/2006;"Carmen"
1519;06/28/2005;"Piso";"Venta";"Lleida";74;659858;05/27/2006;"Carmen"
1520;06/28/2005;"Local";"Venta";"Lleida";175;999950;10/30/2005;"Carmen"
1522;06/29/2005;"Suelo";"Venta";"Barcelona";40;306120;11/24/2005;"Carmen"
1525;06/30/2005;"Local";"Venta";"Tarragona";252;2283372;02/12/2006;"Carmen"
1539;07/04/2005;"Oficina";"Venta";"Tarragona";103;850368;10/30/2005;"Carmen"
1541;07/06/2005;"Local";"Venta";"Lleida";124;1045816;03/12/2006;"Carmen"
1571;07/18/2005;"Casa";"Venta";"Barcelona";127;583692;01/11/2006;"Carmen"
1580;07/21/2005;"Piso";"Venta";"Tarragona";110;786830;11/18/2005;"Carmen"
1589;07/23/2005;"Casa";"Venta";"Lleida";287;1607487;11/01/2005;"Carmen"
1594;07/25/2005;"Local";"Venta";"Girona";80;568880;10/29/2005;"Carmen"
1604;07/29/2005;"Suelo";"Venta";"Tarragona";132;807048;10/31/2005;"Carmen"
1610;08/01/2005;"Piso";"Venta";"Lleida";245;2292465;06/10/2006;"Carmen"
1628;08/06/2005;"Parking";"Venta";"Girona";297;2440449;08/03/2006;"Carmen"
1633;08/07/2005;"Suelo";"Venta";"Lleida";201;1522977;11/24/2005;"Carmen"
1638;08/08/2005;"Piso";"Venta";"Girona";184;1156808;04/26/2006;"Carmen"
1649;08/14/2005;"Local";"Venta";"Barcelona";119;906780;11/21/2005;"Carmen"
1662;08/17/2005;"Piso";"Venta";"Lleida";167;1423007;04/08/2006;"Carmen"
1690;08/30/2005;"Parking";"Venta";"Girona";142;681884;06/12/2006;"Carmen"
1696;08/31/2005;"Industrial";"Venta";"Barcelona";158;1473982;08/29/2006;"Carmen"
1703;09/06/2005;"Industrial";"Venta";"Lleida";288;2171520;08/28/2006;"Carmen"
1711;09/08/2005;"Local";"Venta";"Barcelona";299;1424436;01/17/2006;"Carmen"
1718;09/09/2005;"Local";"Venta";"Barcelona";218;1911424;07/22/2006;"Carmen"
1720;09/10/2005;"Local";"Venta";"Barcelona";254;1668526;12/29/2005;"Carmen"
1733;09/13/2005;"Industrial";"Venta";"Barcelona";140;864080;02/08/2006;"Carmen"
1741;09/16/2005;"Oficina";"Venta";"Tarragona";79;441373;02/02/2006;"Carmen"
1754;09/21/2005;"Piso";"Venta";"Lleida";55;433235;03/23/2006;"Carmen"
1759;09/25/2005;"Casa";"Venta";"Tarragona";232;2133472;05/18/2006;"Carmen"
1761;09/26/2005;"Piso";"Venta";"Lleida";214;1689316;01/17/2006;"Carmen"
1802;10/07/2005;"Oficina";"Venta";"Barcelona";158;909606;06/19/2006;"Carmen"
1810;10/11/2005;"Industrial";"Venta";"Barcelona";64;480384;05/15/2006;"Carmen"
1831;10/17/2005;"Oficina";"Venta";"Tarragona";156;991224;05/30/2006;"Carmen"
1874;11/07/2005;"Piso";"Venta";"Lleida";128;706560;04/16/2006;"Carmen"
1875;11/07/2005;"Oficina";"Venta";"Lleida";93;589155;04/22/2006;"Carmen"
1885;11/12/2005;"Suelo";"Venta";"Tarragona";225;1300500;07/24/2006;"Carmen"
1890;11/13/2005;"Oficina";"Venta";"Tarragona";251;2070750;09/03/2006;"Carmen"
1892;11/13/2005;"Industrial";"Venta";"Tarragona";154;1380764;05/04/2006;"Carmen"
1900;11/16/2005;"Local";"Venta";"Tarragona";277;1116587;10/01/2006;"Carmen"
1938;11/29/2005;"Local";"Venta";"Tarragona";154;783860;05/10/2006;"Carmen"
1962;12/11/2005;"Suelo";"Venta";"Barcelona";238;2203166;05/01/2006;"Carmen"
1976;12/17/2005;"Local";"Venta";"Barcelona";165;1393095;12/15/2006;"Carmen"
1980;12/20/2005;"Local";"Venta";"Lleida";281;2671748;12/18/2006;"Carmen"
2011;12/28/2005;"Oficina";"Venta";"Lleida";259;1555813;09/17/2006;"Carmen"
2022;01/02/2006;"Industrial";"Venta";"Tarragona";129;588756;09/05/2006;"Carmen"
2027;01/03/2006;"Industrial";"Venta";"Girona";41;368959;08/29/2006;"Carmen"
2076;01/17/2006;"Piso";"Venta";"Barcelona";267;1074675;10/20/2006;"Carmen"
2091;01/23/2006;"Suelo";"Venta";"Lleida";171;1298403;08/31/2006;"Carmen"
2102;01/24/2006;"Local";"Venta";"Tarragona";197;1489911;04/24/2006;"Carmen"
2125;02/01/2006;"Casa";"Venta";"Barcelona";95;650750;09/24/2006;"Carmen"
2134;02/03/2006;"Parking";"Venta";"Lleida";235;2290545;08/22/2006;"Carmen"
2154;02/09/2006;"Oficina";"Venta";"Girona";200;1539800;12/25/2006;"Carmen"
2182;02/18/2006;"Industrial";"Venta";"Tarragona";126;1031058;09/13/2006;"Carmen"
2207;02/28/2006;"Casa";"Venta";"Barcelona";281;2577332;07/03/2006;"Carmen"
2214;03/02/2006;"Industrial";"Venta";"Girona";249;1882440;12/16/2006;"Carmen"
2236;03/08/2006;"Piso";"Venta";"Tarragona";138;1343844;01/01/2007;"Carmen"
2248;03/13/2006;"Casa";"Venta";"Barcelona";143;616044;01/19/2007;"Carmen"
2253;03/16/2006;"Piso";"Venta";"Tarragona";258;1646556;11/30/2006;"Carmen"
2277;03/26/2006;"Oficina";"Venta";"Girona";263;2034042;09/08/2006;"Carmen"
2287;03/30/2006;"Suelo";"Venta";"Tarragona";230;1690730;11/15/2006;"Carmen"
2293;04/01/2006;"Local";"Venta";"Tarragona";102;828138;11/12/2006;"Carmen"
2316;04/07/2006;"Parking";"Venta";"Girona";181;1789185;01/27/2007;"Carmen"
2317;04/08/2006;"Parking";"Venta";"Tarragona";151;737635;03/12/2007;"Carmen"
2327;04/11/2006;"Industrial";"Venta";"Tarragona";161;1240827;03/05/2007;"Carmen"
2339;04/16/2006;"Local";"Venta";"Lleida";211;958151;02/01/2007;"Carmen"
2341;04/17/2006;"Piso";"Venta";"Girona";220;1282820;11/25/2006;"Carmen"
2347;04/21/2006;"Oficina";"Venta";"Girona";205;886215;12/05/2006;"Carmen"
2350;04/22/2006;"Oficina";"Venta";"Lleida";62;433008;10/20/2006;"Carmen"
2358;04/23/2006;"Suelo";"Venta";"Girona";287;1567020;08/17/2006;"Carmen"
2374;05/01/2006;"Piso";"Venta";"Lleida";239;1264310;02/15/2007;"Carmen"
2379;05/02/2006;"Piso";"Venta";"Barcelona";233;1220454;04/18/2007;"Carmen"
2388;05/05/2006;"Parking";"Venta";"Lleida";106;594130;12/03/2006;"Carmen"
2394;05/09/2006;"Industrial";"Venta";"Girona";171;708795;04/07/2007;"Carmen"
2433;05/22/2006;"Piso";"Venta";"Girona";203;1315846;02/27/2007;"Carmen"
2438;05/26/2006;"Piso";"Venta";"Lleida";129;818505;08/30/2006;"Carmen"
2450;05/29/2006;"Parking";"Venta";"Girona";202;1524898;12/28/2006;"Carmen"
2464;06/03/2006;"Suelo";"Venta";"Tarragona";262;1843694;12/29/2006;"Carmen"
2469;06/04/2006;"Casa";"Venta";"Barcelona";260;1616680;04/25/2007;"Carmen"
2472;06/05/2006;"Oficina";"Venta";"Tarragona";166;1068376;03/14/2007;"Carmen"
2474;06/06/2006;"Local";"Venta";"Lleida";126;1199394;12/08/2006;"Carmen"
2496;06/11/2006;"Piso";"Venta";"Barcelona";149;701492;11/02/2006;"Carmen"
2570;07/10/2006;"Parking";"Venta";"Barcelona";93;512430;04/28/2007;"Carmen"
2573;07/11/2006;"Industrial";"Venta";"Lleida";138;668748;01/19/2007;"Carmen"
2591;07/19/2006;"Suelo";"Venta";"Tarragona";213;1359579;02/24/2007;"Carmen"
2592;07/19/2006;"Parking";"Venta";"Girona";150;1076250;11/05/2006;"Carmen"
2639;08/08/2006;"Parking";"Venta";"Girona";211;1456322;11/23/2006;"Carmen"
2650;08/11/2006;"Piso";"Venta";"Tarragona";275;1324125;12/31/2006;"Carmen"
2653;08/13/2006;"Parking";"Venta";"Barcelona";110;643060;12/24/2006;"Carmen"
2661;08/16/2006;"Oficina";"Venta";"Girona";81;557604;12/17/2006;"Carmen"
2662;08/17/2006;"Local";"Venta";"Lleida";179;954249;12/21/2006;"Carmen"
2669;08/22/2006;"Industrial";"Venta";"Girona";165;889350;01/11/2007;"Carmen"
2675;08/23/2006;"Piso";"Venta";"Barcelona";41;219145;12/21/2006;"Carmen"
2678;08/24/2006;"Casa";"Venta";"Tarragona";239;1793695;12/16/2006;"Carmen"
2713;09/07/2006;"Oficina";"Venta";"Girona";239;1994933;04/09/2007;"Carmen"
2727;09/11/2006;"Local";"Venta";"Tarragona";230;1580790;03/04/2007;"Carmen"
2745;09/19/2006;"Oficina";"Venta";"Barcelona";164;1040252;01/02/2007;"Carmen"
2748;09/20/2006;"Industrial";"Venta";"Tarragona";132;579348;12/31/2006;"Carmen"
2786;10/07/2006;"Suelo";"Venta";"Tarragona";215;1015015;03/03/2007;"Carmen"
2803;10/13/2006;"Parking";"Venta";"Tarragona";244;2429752;01/15/2007;"Carmen"
2813;10/17/2006;"Industrial";"Venta";"Barcelona";292;1905300;03/12/2007;"Carmen"
2850;10/31/2006;"Parking";"Venta";"Barcelona";285;1638750;05/04/2007;"Carmen"
2873;11/07/2006;"Industrial";"Venta";"Barcelona";136;1262624;03/27/2007;"Carmen"
2876;11/07/2006;"Casa";"Venta";"Girona";129;722013;03/18/2007;"Carmen"
3043;01/09/2007;"Local";"Venta";"Lleida";92;709596;04/17/2007;"Carmen"
1;01/01/2004;"Parking";"Alquiler";"Lleida";291;2133903;06/19/2004;"Carmen"
16;01/05/2004;"Casa";"Alquiler";"Girona";179;937960;11/21/2004;"Carmen"
30;01/12/2004;"Local";"Alquiler";"Tarragona";201;939072;08/04/2004;"Carmen"
46;01/20/2004;"Oficina";"Alquiler";"Lleida";224;1294048;10/29/2004;"Carmen"
50;01/20/2004;"Local";"Alquiler";"Tarragona";235;957625;11/13/2004;"Carmen"
53;01/22/2004;"Suelo";"Alquiler";"Tarragona";158;1438748;10/17/2004;"Carmen"
57;01/23/2004;"Oficina";"Alquiler";"Lleida";54;512730;07/04/2004;"Carmen"
80;01/31/2004;"Parking";"Alquiler";"Barcelona";217;1339107;10/05/2004;"Carmen"
129;02/21/2004;"Parking";"Alquiler";"Lleida";206;1363926;01/08/2005;"Carmen"
164;03/05/2004;"Oficina";"Alquiler";"Girona";287;1395681;09/13/2004;"Carmen"
183;03/14/2004;"Local";"Alquiler";"Girona";231;1446522;09/02/2004;"Carmen"
191;03/18/2004;"Suelo";"Alquiler";"Tarragona";71;431325;07/23/2004;"Carmen"
196;03/20/2004;"Piso";"Alquiler";"Barcelona";281;1336717;11/10/2004;"Carmen"
210;03/24/2004;"Oficina";"Alquiler";"Lleida";206;1297594;03/03/2005;"Carmen"
211;03/25/2004;"Parking";"Alquiler";"Barcelona";269;2134246;08/11/2004;"Carmen"
212;03/25/2004;"Casa";"Alquiler";"Barcelona";63;492156;10/25/2004;"Carmen"
218;03/29/2004;"Suelo";"Alquiler";"Tarragona";65;461435;12/31/2004;"Carmen"
257;04/11/2004;"Suelo";"Alquiler";"Lleida";261;1220697;02/09/2005;"Carmen"
278;04/17/2004;"Suelo";"Alquiler";"Girona";125;853750;08/25/2004;"Carmen"
300;04/23/2004;"Suelo";"Alquiler";"Tarragona";85;683230;02/06/2005;"Carmen"
301;04/24/2004;"Casa";"Alquiler";"Tarragona";178;1458176;02/12/2005;"Carmen"
308;04/28/2004;"Suelo";"Alquiler";"Barcelona";228;1521216;03/16/2005;"Carmen"
316;05/02/2004;"Industrial";"Alquiler";"Barcelona";261;2571111;02/07/2005;"Carmen"
324;05/04/2004;"Suelo";"Alquiler";"Barcelona";155;876060;12/31/2004;"Carmen"
338;05/08/2004;"Oficina";"Alquiler";"Barcelona";41;361661;01/28/2005;"Carmen"
353;05/14/2004;"Piso";"Alquiler";"Tarragona";257;1980185;08/14/2004;"Carmen"
355;05/14/2004;"Oficina";"Alquiler";"Tarragona";209;1181686;10/15/2004;"Carmen"
363;05/18/2004;"Suelo";"Alquiler";"Girona";68;378624;03/30/2005;"Carmen"
395;05/31/2004;"Casa";"Alquiler";"Girona";192;1159296;05/23/2005;"Carmen"
404;06/03/2004;"Casa";"Alquiler";"Lleida";72;702576;03/22/2005;"Carmen"
416;06/07/2004;"Oficina";"Alquiler";"Lleida";201;1287807;09/11/2004;"Carmen"
420;06/08/2004;"Piso";"Alquiler";"Lleida";114;1019160;05/29/2005;"Carmen"
428;06/10/2004;"Piso";"Alquiler";"Lleida";52;338364;01/04/2005;"Carmen"
455;06/20/2004;"Parking";"Alquiler";"Barcelona";244;2439512;01/02/2005;"Carmen"
473;06/25/2004;"Parking";"Alquiler";"Lleida";105;872760;03/26/2005;"Carmen"
476;06/26/2004;"Oficina";"Alquiler";"Lleida";88;851488;05/25/2005;"Carmen"
488;07/01/2004;"Piso";"Alquiler";"Lleida";185;1306840;05/17/2005;"Carmen"
507;07/05/2004;"Industrial";"Alquiler";"Tarragona";159;1032546;11/07/2004;"Carmen"
515;07/08/2004;"Oficina";"Alquiler";"Barcelona";47;262777;12/22/2004;"Carmen"
516;07/08/2004;"Oficina";"Alquiler";"Barcelona";119;720902;06/23/2005;"Carmen"
523;07/09/2004;"Suelo";"Alquiler";"Girona";270;1429380;03/25/2005;"Carmen"
529;07/12/2004;"Industrial";"Alquiler";"Lleida";206;1414602;06/14/2005;"Carmen"
531;07/12/2004;"Industrial";"Alquiler";"Barcelona";112;712768;06/14/2005;"Carmen"
532;07/12/2004;"Local";"Alquiler";"Lleida";182;999726;02/20/2005;"Carmen"
535;07/14/2004;"Industrial";"Alquiler";"Lleida";280;1730680;05/07/2005;"Carmen"
572;07/28/2004;"Local";"Alquiler";"Tarragona";235;1897155;07/01/2005;"Carmen"
574;07/28/2004;"Local";"Alquiler";"Lleida";58;251430;05/30/2005;"Carmen"
620;08/14/2004;"Suelo";"Alquiler";"Barcelona";58;406290;07/04/2005;"Carmen"
625;08/15/2004;"Industrial";"Alquiler";"Girona";222;2171826;01/12/2005;"Carmen"
631;08/17/2004;"Parking";"Alquiler";"Barcelona";272;1972816;08/14/2005;"Carmen"
639;08/19/2004;"Piso";"Alquiler";"Girona";277;2646181;07/04/2005;"Carmen"
643;08/20/2004;"Industrial";"Alquiler";"Lleida";255;2338095;08/10/2005;"Carmen"
680;08/30/2004;"Piso";"Alquiler";"Tarragona";249;1029864;05/06/2005;"Carmen"
697;09/04/2004;"Local";"Alquiler";"Barcelona";163;1570016;08/04/2005;"Carmen"
698;09/05/2004;"Parking";"Alquiler";"Girona";187;789140;05/16/2005;"Carmen"
702;09/07/2004;"Piso";"Alquiler";"Girona";295;2553225;01/14/2005;"Carmen"
704;09/08/2004;"Piso";"Alquiler";"Barcelona";278;2540364;04/12/2005;"Carmen"
722;09/12/2004;"Industrial";"Alquiler";"Girona";86;611546;02/10/2005;"Carmen"
725;09/13/2004;"Oficina";"Alquiler";"Barcelona";180;901980;02/07/2005;"Carmen"
750;09/23/2004;"Parking";"Alquiler";"Girona";294;1335936;07/14/2005;"Carmen"
765;09/28/2004;"Local";"Alquiler";"Girona";291;2354481;01/26/2005;"Carmen"
796;10/10/2004;"Casa";"Alquiler";"Lleida";110;950290;06/08/2005;"Carmen"
832;10/24/2004;"Casa";"Alquiler";"Tarragona";87;574200;05/19/2005;"Carmen"
840;10/27/2004;"Parking";"Alquiler";"Girona";114;1040478;04/29/2005;"Carmen"
